Resolved,PhysicalFilename,OriginalName,Hash,PhysicalSizeBytes,BundleListSizeBytes,PhysicalLastWriteTime,BundleListFlag,BundleListSource,BundleListLine,PhysicalFullPath
True,aa755badfbe5b88dda2848b5a7b947f4.bundle,maps_scenedata_4120.bundle,aa755badfbe5b88dda2848b5a7b947f4,1166478,1166478,31/10/2025 13:00:34,2,StreamingAssets/Bundle/BundleList.txt,9280,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\aa755badfbe5b88dda2848b5a7b947f4.bundle
True,cdc6227f9892351db5b3bba6e675c8b2.bundle,maps_scenedata_1630.bundle,cdc6227f9892351db5b3bba6e675c8b2,1165294,1165294,31/10/2025 13:00:34,2,StreamingAssets/Bundle/BundleList.txt,9322,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\cdc6227f9892351db5b3bba6e675c8b2.bundle
True,181b535b284b00c7b74af4c8b33f802f.bundle,maps_scenedata_4601.bundle,181b535b284b00c7b74af4c8b33f802f,1146393,1146393,31/10/2025 13:00:36,2,StreamingAssets/Bundle/BundleList.txt,9839,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\181b535b284b00c7b74af4c8b33f802f.bundle
True,012fd6623d0fd21d7fdee20947789f88.bundle,maps_scenedata_1350.bundle,012fd6623d0fd21d7fdee20947789f88,1143772,1143772,31/10/2025 13:00:37,2,StreamingAssets/Bundle/BundleList.txt,9995,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\012fd6623d0fd21d7fdee20947789f88.bundle
True,6e9d3129236a38f4ac3467ce610aaf70.bundle,maps_scenedata_5240.bundle,6e9d3129236a38f4ac3467ce610aaf70,1117696,1117696,31/10/2025 13:00:42,2,StreamingAssets/Bundle/BundleList.txt,10419,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\6e9d3129236a38f4ac3467ce610aaf70.bundle
True,c56fc7aba22bc7a55c0488cdf315c793.bundle,maps_scenedata_1460.bundle,c56fc7aba22bc7a55c0488cdf315c793,1106503,1106503,31/10/2025 13:00:44,2,StreamingAssets/Bundle/BundleList.txt,6515,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\c56fc7aba22bc7a55c0488cdf315c793.bundle
True,a16871466a7a52f997485f7902ed62c9.bundle,maps_scenedata_1330.bundle,a16871466a7a52f997485f7902ed62c9,1080478,1080478,31/10/2025 13:00:53,2,StreamingAssets/Bundle/BundleList.txt,7821,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\a16871466a7a52f997485f7902ed62c9.bundle
True,c7e65827a201ecb03105f1aa09549391.bundle,maps_scenedata_1650.bundle,c7e65827a201ecb03105f1aa09549391,1063196,1063196,31/10/2025 13:00:56,2,StreamingAssets/Bundle/BundleList.txt,8279,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\c7e65827a201ecb03105f1aa09549391.bundle
True,75ef792c6beadc77422035c046d2ab09.bundle,maps_scenedata_1820.bundle,75ef792c6beadc77422035c046d2ab09,1052328,1052328,31/10/2025 13:00:58,2,StreamingAssets/Bundle/BundleList.txt,8548,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\75ef792c6beadc77422035c046d2ab09.bundle
True,d09a6603108c171f359e3dc21ea2f4a7.bundle,maps_scenedata_1240.bundle,d09a6603108c171f359e3dc21ea2f4a7,1038864,1038864,31/10/2025 13:01:00,2,StreamingAssets/Bundle/BundleList.txt,8930,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\d09a6603108c171f359e3dc21ea2f4a7.bundle
True,0c8a23dfcbd0040b2e8680299cba513a.bundle,maps_scenedata_4140.bundle,0c8a23dfcbd0040b2e8680299cba513a,1036472,1036472,31/10/2025 13:01:00,2,StreamingAssets/Bundle/BundleList.txt,8959,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\0c8a23dfcbd0040b2e8680299cba513a.bundle
True,78c72862cba7f77b516d4d2bc311a9f5.bundle,lua_data_data_3.bundle,78c72862cba7f77b516d4d2bc311a9f5,1018626,1018626,09/05/2026 18:10:54,104,StreamingAssets/Bundle/BundleList.txt,21066,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\78c72862cba7f77b516d4d2bc311a9f5.bundle
True,23b5c2ea983399940f1d47c86fbdd14b.bundle,maps_scenedata_4150.bundle,23b5c2ea983399940f1d47c86fbdd14b,998650,998650,31/10/2025 13:01:06,2,StreamingAssets/Bundle/BundleList.txt,9951,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\23b5c2ea983399940f1d47c86fbdd14b.bundle
True,2474311d9c3c6bebec4ef1efb476d41b.bundle,maps_scenedata_1440.bundle,2474311d9c3c6bebec4ef1efb476d41b,992954,992954,31/10/2025 13:01:07,2,StreamingAssets/Bundle/BundleList.txt,6246,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\2474311d9c3c6bebec4ef1efb476d41b.bundle
True,667146309a4a27dbd50573076fee92e5.bundle,maps_scenedata_8962.bundle,667146309a4a27dbd50573076fee92e5,982953,982953,31/10/2025 13:01:09,2,StreamingAssets/Bundle/BundleList.txt,6447,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\667146309a4a27dbd50573076fee92e5.bundle
True,5fdf1fc2236ad91744f1e80f2e54d07e.bundle,maps_scenedata_5220.bundle,5fdf1fc2236ad91744f1e80f2e54d07e,973745,973745,31/10/2025 13:01:10,2,StreamingAssets/Bundle/BundleList.txt,6649,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5fdf1fc2236ad91744f1e80f2e54d07e.bundle
True,cc3a8fcbd8bf69fb2e30279501114b62.bundle,maps_scenedata_1310.bundle,cc3a8fcbd8bf69fb2e30279501114b62,960901,960901,31/10/2025 13:01:12,2,StreamingAssets/Bundle/BundleList.txt,7072,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\cc3a8fcbd8bf69fb2e30279501114b62.bundle
True,ff1b08e218190b8f11966509223d14ac.bundle,maps_scenedata_4506.bundle,ff1b08e218190b8f11966509223d14ac,956462,956462,31/10/2025 13:01:13,2,StreamingAssets/Bundle/BundleList.txt,7281,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\ff1b08e218190b8f11966509223d14ac.bundle
True,f2a57a97b3db58b1fc32ebf5303be0a3.bundle,maps_scenedata_8964.bundle,f2a57a97b3db58b1fc32ebf5303be0a3,918729,918729,31/10/2025 13:01:21,2,StreamingAssets/Bundle/BundleList.txt,8588,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\f2a57a97b3db58b1fc32ebf5303be0a3.bundle
True,a9aa2535fab4edf31b6da60330bad255.bundle,maps_scenedata_2510.bundle,a9aa2535fab4edf31b6da60330bad255,917283,917283,31/10/2025 13:01:21,2,StreamingAssets/Bundle/BundleList.txt,8618,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\a9aa2535fab4edf31b6da60330bad255.bundle
True,af4e1ffccdcebadddfe60fc78625f4c8.bundle,maps_scenedata_5310.bundle,af4e1ffccdcebadddfe60fc78625f4c8,914607,914607,24/11/2025 14:24:39,1,StreamingAssets/Bundle/BundleList.txt,22064,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\af4e1ffccdcebadddfe60fc78625f4c8.bundle
True,03c30817629a95558ede8ff4996e83e0.bundle,maps_scenedata_1660.bundle,03c30817629a95558ede8ff4996e83e0,911137,911137,31/10/2025 13:01:23,2,StreamingAssets/Bundle/BundleList.txt,8806,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\03c30817629a95558ede8ff4996e83e0.bundle
True,e87c42f2f383268c32e3817f30a79db1.bundle,maps_scenedata_1450.bundle,e87c42f2f383268c32e3817f30a79db1,910381,910381,31/10/2025 13:01:23,2,StreamingAssets/Bundle/BundleList.txt,8849,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e87c42f2f383268c32e3817f30a79db1.bundle
True,b429352f6f94443e767cd1e0af3e97d0.bundle,maps_scenedata_5320.bundle,b429352f6f94443e767cd1e0af3e97d0,887741,887741,24/11/2025 14:24:40,1,StreamingAssets/Bundle/BundleList.txt,22074,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\b429352f6f94443e767cd1e0af3e97d0.bundle
True,8a9dbd05ac04a6bb0b7ee84ba8437b4a.bundle,maps_scenedata_4509.bundle,8a9dbd05ac04a6bb0b7ee84ba8437b4a,853801,853801,31/10/2025 13:01:31,2,StreamingAssets/Bundle/BundleList.txt,10209,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\8a9dbd05ac04a6bb0b7ee84ba8437b4a.bundle
True,58cff056afc94b8b7d003930ec1b4339.bundle,maps_scenedata_1030.bundle,58cff056afc94b8b7d003930ec1b4339,851105,851105,31/10/2025 13:01:32,2,StreamingAssets/Bundle/BundleList.txt,10492,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\58cff056afc94b8b7d003930ec1b4339.bundle
True,be4ebb41f34f2f50fb3e6062cf57039a.bundle,maps_scenedata_3010.bundle,be4ebb41f34f2f50fb3e6062cf57039a,833070,833070,31/10/2025 13:01:33,2,StreamingAssets/Bundle/BundleList.txt,11342,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\be4ebb41f34f2f50fb3e6062cf57039a.bundle
True,5e933d1795d6cdaac9b1ef17e8e4948d.bundle,maps_scenedata_2030.bundle,5e933d1795d6cdaac9b1ef17e8e4948d,830772,830772,31/10/2025 13:01:34,2,StreamingAssets/Bundle/BundleList.txt,11481,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5e933d1795d6cdaac9b1ef17e8e4948d.bundle
True,d4583b528522f55de8f21b2ecdfac7d0.bundle,maps_scenedata_8963.bundle,d4583b528522f55de8f21b2ecdfac7d0,830630,830630,31/10/2025 13:01:34,2,StreamingAssets/Bundle/BundleList.txt,11604,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\d4583b528522f55de8f21b2ecdfac7d0.bundle
True,e2dba9b7f979366c2266bbec7f297d20.bundle,maps_scenedata_1430.bundle,e2dba9b7f979366c2266bbec7f297d20,828077,828077,31/10/2025 13:01:34,2,StreamingAssets/Bundle/BundleList.txt,11793,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e2dba9b7f979366c2266bbec7f297d20.bundle
True,385cb888f3054e40730ea38689d58960.bundle,maps_scenedata_5160.bundle,385cb888f3054e40730ea38689d58960,810869,810869,31/10/2025 13:01:35,2,StreamingAssets/Bundle/BundleList.txt,13329,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\385cb888f3054e40730ea38689d58960.bundle
True,9903dfa9a8893f7a4ed35ed4e048fad4.bundle,maps_scenedata_1180.bundle,9903dfa9a8893f7a4ed35ed4e048fad4,794312,794312,31/10/2025 13:01:22,2,StreamingAssets/Bundle/BundleList.txt,814,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\9903dfa9a8893f7a4ed35ed4e048fad4.bundle
True,3ecddeab99dcd4f768b9655dadd39dcc.bundle,maps_scenedata_4005.bundle,3ecddeab99dcd4f768b9655dadd39dcc,777812,777812,31/10/2025 13:01:26,2,StreamingAssets/Bundle/BundleList.txt,863,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\3ecddeab99dcd4f768b9655dadd39dcc.bundle
True,6765f8fe223dbed99f384af760ae06a0.bundle,maps_scenedata_5210.bundle,6765f8fe223dbed99f384af760ae06a0,772459,772459,31/10/2025 13:01:28,2,StreamingAssets/Bundle/BundleList.txt,974,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\6765f8fe223dbed99f384af760ae06a0.bundle
True,601c090e18e2d1ecf801f8eaa39ceabb.bundle,maps_scenedata_8966.bundle,601c090e18e2d1ecf801f8eaa39ceabb,753863,753863,31/10/2025 13:01:33,2,StreamingAssets/Bundle/BundleList.txt,1322,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\601c090e18e2d1ecf801f8eaa39ceabb.bundle
True,4b56ef1c656e5e1b8545966898c4e364.bundle,maps_scenedata_4507.bundle,4b56ef1c656e5e1b8545966898c4e364,753863,753863,31/10/2025 13:01:33,2,StreamingAssets/Bundle/BundleList.txt,1333,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\4b56ef1c656e5e1b8545966898c4e364.bundle
True,9c77b2ef3135ddabefff0edaf955a7c4.bundle,maps_scenedata_4510.bundle,9c77b2ef3135ddabefff0edaf955a7c4,746725,746725,31/10/2025 13:01:36,2,StreamingAssets/Bundle/BundleList.txt,1447,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\9c77b2ef3135ddabefff0edaf955a7c4.bundle
True,08b96039166fd77a68ce66c5a71a3b8a.bundle,maps_scenedata_1210.bundle,08b96039166fd77a68ce66c5a71a3b8a,725905,725905,31/10/2025 13:01:39,2,StreamingAssets/Bundle/BundleList.txt,1749,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\08b96039166fd77a68ce66c5a71a3b8a.bundle
True,6aff762520965a197bd551efd53c423e.bundle,maps_scenedata_4018.bundle,6aff762520965a197bd551efd53c423e,708988,708988,14/05/2026 20:42:54,1,StreamingAssets/Bundle/BundleList.txt,21073,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\6aff762520965a197bd551efd53c423e.bundle
True,4691a5dbc1e449230ccb79e975b79fae.bundle,maps_scenedata_5060.bundle,4691a5dbc1e449230ccb79e975b79fae,677005,677005,31/10/2025 13:01:20,2,StreamingAssets/Bundle/BundleList.txt,2599,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\4691a5dbc1e449230ccb79e975b79fae.bundle
True,5b5d2c97be6f3e3869ca7cd38d9a6904.bundle,maps_scenedata_6100.bundle,5b5d2c97be6f3e3869ca7cd38d9a6904,668877,668877,31/10/2025 13:01:21,2,StreamingAssets/Bundle/BundleList.txt,2709,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5b5d2c97be6f3e3869ca7cd38d9a6904.bundle
True,628fabe36effbfb9ae313a9682acf9f0.bundle,maps_scenedata_5011.bundle,628fabe36effbfb9ae313a9682acf9f0,659027,659027,31/10/2025 13:01:21,2,StreamingAssets/Bundle/BundleList.txt,2860,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\628fabe36effbfb9ae313a9682acf9f0.bundle
True,0c3124f74e3366cfd29bca4d0abe64f3.bundle,maps_scenedata_1640.bundle,0c3124f74e3366cfd29bca4d0abe64f3,632178,632178,31/10/2025 13:01:23,2,StreamingAssets/Bundle/BundleList.txt,3371,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\0c3124f74e3366cfd29bca4d0abe64f3.bundle
True,7b011f6f1f698e5b7ffb53323a61eb6b.bundle,maps_scenedata_5701.bundle,7b011f6f1f698e5b7ffb53323a61eb6b,603006,603006,31/10/2025 13:01:25,2,StreamingAssets/Bundle/BundleList.txt,4134,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7b011f6f1f698e5b7ffb53323a61eb6b.bundle
True,573545b8f8ba662bd61a3a856c747f92.bundle,maps_scenedata_1420.bundle,573545b8f8ba662bd61a3a856c747f92,596344,596344,31/10/2025 13:01:26,2,StreamingAssets/Bundle/BundleList.txt,4285,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\573545b8f8ba662bd61a3a856c747f92.bundle
True,d228e657fac33e28fa9d5dbda335588b.bundle,maps_scenedata_2020.bundle,d228e657fac33e28fa9d5dbda335588b,532178,532178,31/10/2025 13:01:40,2,StreamingAssets/Bundle/BundleList.txt,5208,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\d228e657fac33e28fa9d5dbda335588b.bundle
True,fbfffc30f8f93fd7cd9f2382891b6d34.bundle,maps_scenedata_5230.bundle,fbfffc30f8f93fd7cd9f2382891b6d34,521015,521015,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,5385,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\fbfffc30f8f93fd7cd9f2382891b6d34.bundle
True,25976c9b9d48ff10642093b149cb3c25.bundle,maps_scenedata_2710.bundle,25976c9b9d48ff10642093b149cb3c25,513070,513070,31/10/2025 13:01:43,2,StreamingAssets/Bundle/BundleList.txt,5478,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\25976c9b9d48ff10642093b149cb3c25.bundle
True,4d764ed63a05a584c98d8b2471b24e6b.bundle,maps_scenedata_3009.bundle,4d764ed63a05a584c98d8b2471b24e6b,459262,459262,31/10/2025 13:00:14,2,StreamingAssets/Bundle/BundleList.txt,6451,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\4d764ed63a05a584c98d8b2471b24e6b.bundle
True,e2e664a7bd8016f8905fece3cb8a32ae.bundle,maps_scenedata_4130.bundle,e2e664a7bd8016f8905fece3cb8a32ae,450143,450143,31/10/2025 13:00:15,2,StreamingAssets/Bundle/BundleList.txt,6733,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e2e664a7bd8016f8905fece3cb8a32ae.bundle
True,7535910b95657e60d6ec7ef6e266dab5.bundle,maps_scenedata_1281.bundle,7535910b95657e60d6ec7ef6e266dab5,447380,447380,31/10/2025 13:00:15,2,StreamingAssets/Bundle/BundleList.txt,6906,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7535910b95657e60d6ec7ef6e266dab5.bundle
True,78f4d9074394603ad4f2d2188d1d072c.bundle,maps_scenedata_1720.bundle,78f4d9074394603ad4f2d2188d1d072c,441945,441945,31/10/2025 13:00:16,2,StreamingAssets/Bundle/BundleList.txt,7358,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\78f4d9074394603ad4f2d2188d1d072c.bundle
True,df61c0f4491e7515b2579e122d05fab5.bundle,maps_scenedata_3003.bundle,df61c0f4491e7515b2579e122d05fab5,409184,409184,31/10/2025 13:00:18,2,StreamingAssets/Bundle/BundleList.txt,8552,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\df61c0f4491e7515b2579e122d05fab5.bundle
True,f7e06045317e3914a5b6f44696151396.bundle,maps_scenedata_5070.bundle,f7e06045317e3914a5b6f44696151396,391141,391141,31/10/2025 13:00:20,2,StreamingAssets/Bundle/BundleList.txt,9368,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\f7e06045317e3914a5b6f44696151396.bundle
True,acb1b7a9596d255a10dc6c5a59357f32.bundle,maps_scenedata_1140.bundle,acb1b7a9596d255a10dc6c5a59357f32,384826,384826,31/10/2025 13:00:21,2,StreamingAssets/Bundle/BundleList.txt,9594,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\acb1b7a9596d255a10dc6c5a59357f32.bundle
True,304f611b61de5092d3e6ea03fd592a38.bundle,maps_scenedata_1560.bundle,304f611b61de5092d3e6ea03fd592a38,369763,369763,31/10/2025 13:00:22,2,StreamingAssets/Bundle/BundleList.txt,10213,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\304f611b61de5092d3e6ea03fd592a38.bundle
True,ba3aba8ad7fa21e2f53cf065af10ca9f.bundle,maps_scenedata_4505.bundle,ba3aba8ad7fa21e2f53cf065af10ca9f,363179,363179,31/10/2025 13:00:22,2,StreamingAssets/Bundle/BundleList.txt,10652,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\ba3aba8ad7fa21e2f53cf065af10ca9f.bundle
True,08acbda0fc3ea6a7dc69e81fed3fd05e.bundle,maps_scenedata_1320.bundle,08acbda0fc3ea6a7dc69e81fed3fd05e,316419,316419,31/10/2025 13:00:28,2,StreamingAssets/Bundle/BundleList.txt,10656,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\08acbda0fc3ea6a7dc69e81fed3fd05e.bundle
True,6efae6a68f3139b2127508f9d90cb86e.bundle,maps_scenedata_6000.bundle,6efae6a68f3139b2127508f9d90cb86e,308333,308333,31/10/2025 13:00:28,2,StreamingAssets/Bundle/BundleList.txt,11069,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\6efae6a68f3139b2127508f9d90cb86e.bundle
True,2c38b4f5313ae1f8f073028ddccfb11c.bundle,maps_scenedata_4504.bundle,2c38b4f5313ae1f8f073028ddccfb11c,291181,291181,31/10/2025 13:00:33,2,StreamingAssets/Bundle/BundleList.txt,13110,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\2c38b4f5313ae1f8f073028ddccfb11c.bundle
True,73e329cfb3d7fe450e09556da6780e88.bundle,maps_scenedata_4701.bundle,73e329cfb3d7fe450e09556da6780e88,281684,281684,31/10/2025 13:00:36,2,StreamingAssets/Bundle/BundleList.txt,15029,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\73e329cfb3d7fe450e09556da6780e88.bundle
True,234be6da1b04233267aff515118bd7d8.bundle,maps_scenedata_2050.bundle,234be6da1b04233267aff515118bd7d8,250050,250050,31/10/2025 13:00:42,2,StreamingAssets/Bundle/BundleList.txt,11609,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\234be6da1b04233267aff515118bd7d8.bundle
True,0d37e52555dc207d86242827d9dfc772.bundle,maps_scenedata_1980.bundle,0d37e52555dc207d86242827d9dfc772,239212,239212,31/10/2025 13:00:47,2,StreamingAssets/Bundle/BundleList.txt,12687,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\0d37e52555dc207d86242827d9dfc772.bundle
True,7e7cb209fd4c5617718393092694098f.bundle,maps_scenedata_3012.bundle,7e7cb209fd4c5617718393092694098f,230430,230430,31/10/2025 13:00:52,1,StreamingAssets/Bundle/BundleList.txt,21471,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7e7cb209fd4c5617718393092694098f.bundle
True,7e7c69b6a74f785ef3181ca685feedae.bundle,maps_scenedata_1780.bundle,7e7c69b6a74f785ef3181ca685feedae,230387,230387,31/10/2025 13:00:52,2,StreamingAssets/Bundle/BundleList.txt,14045,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7e7c69b6a74f785ef3181ca685feedae.bundle
True,b2928103317725884bd449b6bccad560.bundle,maps_scenedata_1740.bundle,b2928103317725884bd449b6bccad560,219914,219914,31/10/2025 13:00:56,2,StreamingAssets/Bundle/BundleList.txt,11023,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\b2928103317725884bd449b6bccad560.bundle
True,5591072d4a07bd82056fa254a1d3421d.bundle,maps_scenedata_4508.bundle,5591072d4a07bd82056fa254a1d3421d,187697,187697,31/10/2025 13:01:08,2,StreamingAssets/Bundle/BundleList.txt,14763,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5591072d4a07bd82056fa254a1d3421d.bundle
True,3c234aa8cf8763215858876221290c0e.bundle,maps_scenedata_1540.bundle,3c234aa8cf8763215858876221290c0e,171048,171048,31/10/2025 13:01:11,2,StreamingAssets/Bundle/BundleList.txt,17157,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\3c234aa8cf8763215858876221290c0e.bundle
True,3207f629a7f32bc360afdb4e94cdd4a0.bundle,maps_scenedata_4101.bundle,3207f629a7f32bc360afdb4e94cdd4a0,159781,159781,09/05/2026 18:11:01,3,StreamingAssets/Bundle/BundleList.txt,12757,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\3207f629a7f32bc360afdb4e94cdd4a0.bundle
True,3c458e3fb8abacb54c586fb8f0306869.bundle,maps_scenedata_5021.bundle,3c458e3fb8abacb54c586fb8f0306869,90439,90439,31/10/2025 13:01:29,2,StreamingAssets/Bundle/BundleList.txt,3463,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\3c458e3fb8abacb54c586fb8f0306869.bundle
True,30b16a041a0b96c8df76e54d9507bb53.bundle,maps_scenedata_4100.bundle,30b16a041a0b96c8df76e54d9507bb53,86364,86364,31/10/2025 13:01:31,2,StreamingAssets/Bundle/BundleList.txt,3667,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\30b16a041a0b96c8df76e54d9507bb53.bundle
True,46abbdcf664abf4066b698e163fcb138.bundle,maps_scenedata_1520.bundle,46abbdcf664abf4066b698e163fcb138,55276,55276,31/10/2025 13:01:43,2,StreamingAssets/Bundle/BundleList.txt,7688,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\46abbdcf664abf4066b698e163fcb138.bundle
True,8b789e22b259e6a434c8a9db18d0bbfc.bundle,maps_scenedata_3040.bundle,8b789e22b259e6a434c8a9db18d0bbfc,47832,47832,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,9356,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\8b789e22b259e6a434c8a9db18d0bbfc.bundle
True,40f4f63bce669c971aa1199443a06fd3.bundle,maps_scenedata_4004.bundle,40f4f63bce669c971aa1199443a06fd3,47722,47722,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,9410,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\40f4f63bce669c971aa1199443a06fd3.bundle
True,f0471bfde5941dde71b0c1b787cb1375.bundle,maps_scenedata_1530.bundle,f0471bfde5941dde71b0c1b787cb1375,38472,38472,31/10/2025 13:01:41,2,StreamingAssets/Bundle/BundleList.txt,15225,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\f0471bfde5941dde71b0c1b787cb1375.bundle
True,bd6dce96fee4b36b205df07b2f52ab75.bundle,maps_scenedata_1580.bundle,bd6dce96fee4b36b205df07b2f52ab75,35298,35298,31/10/2025 13:01:44,2,StreamingAssets/Bundle/BundleList.txt,19461,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\bd6dce96fee4b36b205df07b2f52ab75.bundle
True,e12631873d30cee164cabf0a08cdbe9a.bundle,maps_scenedata_4002.bundle,e12631873d30cee164cabf0a08cdbe9a,34939,34939,31/10/2025 13:01:44,2,StreamingAssets/Bundle/BundleList.txt,19769,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e12631873d30cee164cabf0a08cdbe9a.bundle
True,88191eaaf74308cdfd8517b0f6c7086d.bundle,maps_scenedata_4003.bundle,88191eaaf74308cdfd8517b0f6c7086d,34931,34931,31/10/2025 13:01:44,2,StreamingAssets/Bundle/BundleList.txt,19779,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\88191eaaf74308cdfd8517b0f6c7086d.bundle
True,0fa30df7efdd7833ce3be2dd7a10c6ae.bundle,maps_scenedata_1510.bundle,0fa30df7efdd7833ce3be2dd7a10c6ae,34516,34516,31/10/2025 13:01:44,2,StreamingAssets/Bundle/BundleList.txt,14273,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\0fa30df7efdd7833ce3be2dd7a10c6ae.bundle
