Category,MatchedTerms,AddressHex,AddressDec,Name,Signature,TypeSignature
RNG,Random,0x26e6bf0,40791024,UnityEngine.ParticleSystemForceField$$set_rotationRandomness,"void UnityEngine_ParticleSystemForceField__set_rotationRandomness (UnityEngine_ParticleSystemForceField_o* __this, UnityEngine_Vector2_o value, const MethodInfo* method);",viii
RNG,Random,0x26e6310,40788752,UnityEngine.ParticleSystemForceField$$get_rotationRandomness_Injected,"void UnityEngine_ParticleSystemForceField__get_rotationRandomness_Injected (UnityEngine_ParticleSystemForceField_o* __this, UnityEngine_Vector2_o* ret, const MethodInfo* method);",viii
RNG,Random,0x26e6ba0,40790944,UnityEngine.ParticleSystemForceField$$set_rotationRandomness_Injected,"void UnityEngine_ParticleSystemForceField__set_rotationRandomness_Injected (UnityEngine_ParticleSystemForceField_o* __this, UnityEngine_Vector2_o* value, const MethodInfo* method);",viii
RNG,Random,0x1b05190,28332432,UnityEngine.Networking.Utility$$get_useRandomSourceID,bool UnityEngine_Networking_Utility__get_useRandomSourceID (const MethodInfo* method);,ii
RNG,Random,0x7b0c40,8064064,UnityEngine.Networking.Utility$$set_useRandomSourceID,"void UnityEngine_Networking_Utility__set_useRandomSourceID (bool value, const MethodInfo* method);",vii
RNG,Random,0x11a8120,18514208,Pathfinding.Ionic.Zip.SharedUtilities$$GenerateRandomStringImpl,"System_String_o* Pathfinding_Ionic_Zip_SharedUtilities__GenerateRandomStringImpl (int32_t length, int32_t delta, const MethodInfo* method);",iiii
RNG,Random,0x2cfe580,47179136,Pathfinding.Poly2Tri.PolygonGenerator$$RandomCircleSweep,"Pathfinding_Poly2Tri_Polygon_o* Pathfinding_Poly2Tri_PolygonGenerator__RandomCircleSweep (double scale, int32_t vertexCount, const MethodInfo* method);",idii
RNG,Random,0x2cfe260,47178336,Pathfinding.Poly2Tri.PolygonGenerator$$RandomCircleSweep2,"Pathfinding_Poly2Tri_Polygon_o* Pathfinding_Poly2Tri_PolygonGenerator__RandomCircleSweep2 (double scale, int32_t vertexCount, const MethodInfo* method);",idii
RNG,Random,0xc32700,12789504,Pathfinding.PathPool$$GetPath<RandomPath>,Pathfinding_RandomPath_o* Pathfinding_PathPool__GetPath_RandomPath_ (const MethodInfo_C32700* method);,ii
RNG,Random,0x1880930,25692464,Pathfinding.GraphNode$$RandomPointOnSurface,"UnityEngine_Vector3_o Pathfinding_GraphNode__RandomPointOnSurface (Pathfinding_GraphNode_o* __this, const MethodInfo* method);",iii
RNG,Random,0x20c2c20,34352160,Pathfinding.GridNodeBase$$RandomPointOnSurface,"UnityEngine_Vector3_o Pathfinding_GridNodeBase__RandomPointOnSurface (Pathfinding_GridNodeBase_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1721d90,24255888,Pathfinding.TriangleMeshNode$$RandomPointOnSurface,"UnityEngine_Vector3_o Pathfinding_TriangleMeshNode__RandomPointOnSurface (Pathfinding_TriangleMeshNode_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1878e50,25661008,Pathfinding.EuclideanEmbedding$$GetRandom,"uint32_t Pathfinding_EuclideanEmbedding__GetRandom (Pathfinding_EuclideanEmbedding_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1879210,25661968,Pathfinding.EuclideanEmbedding$$PickNRandomNodes,"void Pathfinding_EuclideanEmbedding__PickNRandomNodes (Pathfinding_EuclideanEmbedding_o* __this, int32_t count, System_Collections_Generic_List_GraphNode__o* buffer, const MethodInfo* method);",viiii
RNG,Random,0x1888c30,25726000,Pathfinding.EuclideanEmbedding.<>c__DisplayClass17_0$$<PickNRandomNodes>b__0,"void Pathfinding_EuclideanEmbedding___c__DisplayClass17_0___PickNRandomNodes_b__0 (Pathfinding_EuclideanEmbedding___c__DisplayClass17_0_o* __this, Pathfinding_GraphNode_o* node, const MethodInfo* method);",viii
RNG,Random,0xbf2990,12528016,Pathfinding.RandomPath$$get_FloodingPath,"bool Pathfinding_RandomPath__get_FloodingPath (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",iii
RNG,Random,0xb6cd80,11980160,Pathfinding.RandomPath$$get_hasEndPoint,"bool Pathfinding_RandomPath__get_hasEndPoint (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16f32e0,24064736,Pathfinding.RandomPath$$Reset,"void Pathfinding_RandomPath__Reset (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16f35c0,24065472,Pathfinding.RandomPath$$.ctor,"void Pathfinding_RandomPath___ctor (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16f2e00,24063488,Pathfinding.RandomPath$$Construct,"Pathfinding_RandomPath_o* Pathfinding_RandomPath__Construct (UnityEngine_Vector3_o start, int32_t length, Pathfinding_OnPathDelegate_o* callback, const MethodInfo* method);",iiiii
RNG,Random,0x16f34a0,24065184,Pathfinding.RandomPath$$Setup,"Pathfinding_RandomPath_o* Pathfinding_RandomPath__Setup (Pathfinding_RandomPath_o* __this, UnityEngine_Vector3_o start, int32_t length, Pathfinding_OnPathDelegate_o* callback, const MethodInfo* method);",iiiiii
RNG,Random,0x16f3390,24064912,Pathfinding.RandomPath$$ReturnPath,"void Pathfinding_RandomPath__ReturnPath (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16f3110,24064272,Pathfinding.RandomPath$$Prepare,"void Pathfinding_RandomPath__Prepare (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16f2f80,24063872,Pathfinding.RandomPath$$Initialize,"void Pathfinding_RandomPath__Initialize (Pathfinding_RandomPath_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16f2b50,24062800,Pathfinding.RandomPath$$CalculateStep,"void Pathfinding_RandomPath__CalculateStep (Pathfinding_RandomPath_o* __this, int64_t targetTick, const MethodInfo* method);",viji
REFINE,Refine,0x177ade0,24620512,Pathfinding.Util.TileHandler$$DelaunayRefinement,"void Pathfinding_Util_TileHandler__DelaunayRefinement (Pathfinding_Util_TileHandler_o* __this, Pathfinding_Int3_array* verts, System_Int32_array* tris, int32_t* tCount, bool delaunay, bool colinear, const MethodInfo* method);",viiiiiii
RNG,Random,0x239be80,37338752,Spine.MathUtils$$RandomTriangle,"float Spine_MathUtils__RandomTriangle (float min, float max, const MethodInfo* method);",fffi
RNG,Random,0x239bf00,37338880,Spine.MathUtils$$RandomTriangle,"float Spine_MathUtils__RandomTriangle (float min, float max, float mode, const MethodInfo* method);",ffffi
REFINE,Refine|EquipRefine,0x2428410,37913616,Google.Protobuf.FieldCodec$$ForMessage<EquipRefineFxInfo>,"Google_Protobuf_FieldCodec_T__o* Google_Protobuf_FieldCodec__ForMessage_EquipRefineFxInfo_ (uint32_t tag, Google_Protobuf_MessageParser_T__o* parser, const MethodInfo_2428410* method);",iiii
REFINE,EquipmentSmallLevelExp,0x2428410,37913616,Google.Protobuf.FieldCodec$$ForMessage<EquipmentSmallLevelExpInfo>,"Google_Protobuf_FieldCodec_T__o* Google_Protobuf_FieldCodec__ForMessage_EquipmentSmallLevelExpInfo_ (uint32_t tag, Google_Protobuf_MessageParser_T__o* parser, const MethodInfo_2428410* method);",iiii
LUCK_PRAY_BLESS,Luck|Lucky,0x2428410,37913616,Google.Protobuf.FieldCodec$$ForMessage<GameLuckyDrawLimit>,"Google_Protobuf_FieldCodec_T__o* Google_Protobuf_FieldCodec__ForMessage_GameLuckyDrawLimit_ (uint32_t tag, Google_Protobuf_MessageParser_T__o* parser, const MethodInfo_2428410* method);",iiii
REFINE,Refine|EquipRefine,0x244ed40,38071616,Google.Protobuf.MessageParser<EquipRefineFxInfo>$$.ctor,"void Google_Protobuf_MessageParser_EquipRefineFxInfo____ctor (Google_Protobuf_MessageParser_EquipRefineFxInfo__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
REFINE,Refine|EquipRefine,0x244ed40,38071616,Google.Protobuf.MessageParser<EquipRefineFxInfoMap>$$.ctor,"void Google_Protobuf_MessageParser_EquipRefineFxInfoMap____ctor (Google_Protobuf_MessageParser_EquipRefineFxInfoMap__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
REFINE,Refine|EquipmentRefine,0x244ed40,38071616,Google.Protobuf.MessageParser<EquipmentRefineAOINotify>$$.ctor,"void Google_Protobuf_MessageParser_EquipmentRefineAOINotify____ctor (Google_Protobuf_MessageParser_EquipmentRefineAOINotify__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
REFINE,EquipmentSmallLevelExp,0x244ed40,38071616,Google.Protobuf.MessageParser<EquipmentSmallLevelExpInfo>$$.ctor,"void Google_Protobuf_MessageParser_EquipmentSmallLevelExpInfo____ctor (Google_Protobuf_MessageParser_EquipmentSmallLevelExpInfo__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0x244ed40,38071616,Google.Protobuf.MessageParser<GameLuckyDrawInfo>$$.ctor,"void Google_Protobuf_MessageParser_GameLuckyDrawInfo____ctor (Google_Protobuf_MessageParser_GameLuckyDrawInfo__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0x244ed40,38071616,Google.Protobuf.MessageParser<GameLuckyDrawLimit>$$.ctor,"void Google_Protobuf_MessageParser_GameLuckyDrawLimit____ctor (Google_Protobuf_MessageParser_GameLuckyDrawLimit__o* __this, System_Func_T__o* factory, const MethodInfo_244ED40* method);",viii
REFINE,Refine|EquipmentRefine,0x244ebb0,38071216,Google.Protobuf.MessageParser<EquipmentRefineAOINotify>$$ParseFrom,"Cc_Thedream_Mmo_Protocal_EquipmentRefineAOINotify_o* Google_Protobuf_MessageParser_EquipmentRefineAOINotify___ParseFrom (Google_Protobuf_MessageParser_EquipmentRefineAOINotify__o* __this, Google_Protobuf_ByteString_o* data, const MethodInfo_244EBB0* method);",iiii
REFINE,Refine|EquipRefine,0x24ef220,38728224,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$.ctor","void Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo____ctor (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, const MethodInfo_24EF220* method);",vii
REFINE,Refine|EquipRefine,0x253c470,39044208,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$Clone","Google_Protobuf_Collections_MapField_TKey__TValue__o* Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___Clone (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, const MethodInfo_253C470* method);",iii
REFINE,Refine|EquipRefine,0x253b2c0,39039680,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$Add","void Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___Add (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, System_Collections_Generic_IDictionary_TKey__TValue__o* entries, const MethodInfo_253B2C0* method);",viii
REFINE,Refine|EquipRefine,0x24e5fd0,38690768,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$GetEnumerator","System_Collections_Generic_IEnumerator_KeyValuePair_TKey__TValue___o* Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___GetEnumerator (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, const MethodInfo_24E5FD0* method);",iii
REFINE,Refine|EquipRefine,0x253e450,39052368,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$Equals","bool Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___Equals (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, Google_Protobuf_Collections_MapField_TKey__TValue__o* other, const MethodInfo_253E450* method);",iiii
REFINE,Refine|EquipRefine,0x24deb70,38660976,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$AddEntriesFrom","void Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___AddEntriesFrom (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, Google_Protobuf_CodedInputStream_o* input, Google_Protobuf_Collections_MapField_Codec_TKey__TValue__o* codec, const MethodInfo_24DEB70* method);",viiii
REFINE,Refine|EquipRefine,0x2542d70,39071088,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$WriteTo","void Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___WriteTo (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, Google_Protobuf_CodedOutputStream_o* output, Google_Protobuf_Collections_MapField_Codec_TKey__TValue__o* codec, const MethodInfo_2542D70* method);",viiii
REFINE,Refine|EquipRefine,0x253b4c0,39040192,"Google.Protobuf.Collections.MapField<int, EquipRefineFxInfo>$$CalculateSize","int32_t Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo___CalculateSize (Google_Protobuf_Collections_MapField_int__EquipRefineFxInfo__o* __this, Google_Protobuf_Collections_MapField_Codec_TKey__TValue__o* codec, const MethodInfo_253B4C0* method);",iiii
REFINE,Refine|EquipRefine,0x20a6e40,34238016,"Google.Protobuf.Collections.MapField.Codec<int, EquipRefineFxInfo>$$.ctor","void Google_Protobuf_Collections_MapField_Codec_int__EquipRefineFxInfo____ctor (Google_Protobuf_Collections_MapField_Codec_int__EquipRefineFxInfo__o* __this, Google_Protobuf_FieldCodec_TKey__o* keyCodec, Google_Protobuf_FieldCodec_TValue__o* valueCodec, uint32_t mapTag, const MethodInfo_20A6E40* method);",viiiii
REFINE,EquipmentSmallLevelExp,0x2457e20,38108704,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$.ctor,"void Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo____ctor (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, const MethodInfo_2457E20* method);",vii
LUCK_PRAY_BLESS,Luck|Lucky,0x2457e20,38108704,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$.ctor,"void Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit____ctor (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, const MethodInfo_2457E20* method);",vii
REFINE,EquipmentSmallLevelExp,0x2453cb0,38091952,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$Clone,"Google_Protobuf_Collections_RepeatedField_T__o* Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___Clone (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, const MethodInfo_2453CB0* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0x2453cb0,38091952,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$Clone,"Google_Protobuf_Collections_RepeatedField_T__o* Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___Clone (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, const MethodInfo_2453CB0* method);",iii
REFINE,EquipmentSmallLevelExp,0x2451070,38080624,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$AddEntriesFrom,"void Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___AddEntriesFrom (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, Google_Protobuf_CodedInputStream_o* input, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_2451070* method);",viiii
LUCK_PRAY_BLESS,Luck|Lucky,0x2451070,38080624,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$AddEntriesFrom,"void Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___AddEntriesFrom (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, Google_Protobuf_CodedInputStream_o* input, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_2451070* method);",viiii
REFINE,EquipmentSmallLevelExp,0x2453260,38089312,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$CalculateSize,"int32_t Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___CalculateSize (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_2453260* method);",iiii
LUCK_PRAY_BLESS,Luck|Lucky,0x2453260,38089312,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$CalculateSize,"int32_t Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___CalculateSize (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_2453260* method);",iiii
REFINE,EquipmentSmallLevelExp,0x24577e0,38107104,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$WriteTo,"void Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___WriteTo (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, Google_Protobuf_CodedOutputStream_o* output, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_24577E0* method);",viiii
LUCK_PRAY_BLESS,Luck|Lucky,0x24577e0,38107104,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$WriteTo,"void Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___WriteTo (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, Google_Protobuf_CodedOutputStream_o* output, Google_Protobuf_FieldCodec_T__o* codec, const MethodInfo_24577E0* method);",viiii
REFINE,EquipmentSmallLevelExp,0x2452840,38086720,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$Add,"void Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___Add (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, System_Collections_Generic_IEnumerable_T__o* values, const MethodInfo_2452840* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0x2452840,38086720,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$Add,"void Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___Add (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, System_Collections_Generic_IEnumerable_T__o* values, const MethodInfo_2452840* method);",viii
REFINE,EquipmentSmallLevelExp,0x2454890,38094992,Google.Protobuf.Collections.RepeatedField<EquipmentSmallLevelExpInfo>$$Equals,"bool Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo___Equals (Google_Protobuf_Collections_RepeatedField_EquipmentSmallLevelExpInfo__o* __this, Google_Protobuf_Collections_RepeatedField_T__o* other, const MethodInfo_2454890* method);",iiii
LUCK_PRAY_BLESS,Luck|Lucky,0x2454890,38094992,Google.Protobuf.Collections.RepeatedField<GameLuckyDrawLimit>$$Equals,"bool Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit___Equals (Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* __this, Google_Protobuf_Collections_RepeatedField_T__o* other, const MethodInfo_2454890* method);",iiii
RNG,Random,0x1be44b0,29246640,UnityEngine.Timeline.ParticleControlPlayable$$SetRandomSeed,"void UnityEngine_Timeline_ParticleControlPlayable__SetRandomSeed (UnityEngine_ParticleSystem_o* particleSystem, uint32_t randomSeed, const MethodInfo* method);",viii
RNG,Random,0x1d46c60,30698592,Cinemachine.CinemachineClearShot$$ResetRandomization,"void Cinemachine_CinemachineClearShot__ResetRandomization (Cinemachine_CinemachineClearShot_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1d46a10,30698000,Cinemachine.CinemachineClearShot$$Randomize,"Cinemachine_CinemachineVirtualCameraBase_array* Cinemachine_CinemachineClearShot__Randomize (Cinemachine_CinemachineClearShot_o* __this, Cinemachine_CinemachineVirtualCameraBase_array* src, const MethodInfo* method);",iiii
RNG,Random,0x1d55a90,30759568,Cinemachine.CinemachineClearShot.<>c$$<Randomize>b__47_0,"int32_t Cinemachine_CinemachineClearShot___c___Randomize_b__47_0 (Cinemachine_CinemachineClearShot___c_o* __this, Cinemachine_CinemachineClearShot_Pair_o p1, Cinemachine_CinemachineClearShot_Pair_o p2, const MethodInfo* method);",iiiii
RNG,Random,0x2d770e0,47673568,DG.DemiLib.IntRange$$RandomWithin,"float DG_DemiLib_IntRange__RandomWithin (DG_DemiLib_IntRange_o __this, const MethodInfo* method);",fii
RNG,Random,0x2d77100,47673600,DG.DemiLib.Range$$RandomWithin,"float DG_DemiLib_Range__RandomWithin (DG_DemiLib_Range_o __this, const MethodInfo* method);",fii
RNG,Random,0x1d89db0,30973360,UnityEngine.PostProcessing.TaaComponent$$GenerateRandomOffset,"UnityEngine_Vector2_o UnityEngine_PostProcessing_TaaComponent__GenerateRandomOffset (UnityEngine_PostProcessing_TaaComponent_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16cfa70,23919216,CameraTransitions.CameraTransitionsAssistant.RandomGridParams$$ToParams,"System_Object_array* CameraTransitions_CameraTransitionsAssistant_RandomGridParams__ToParams (CameraTransitions_CameraTransitionsAssistant_RandomGridParams_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16cfc00,23919616,CameraTransitions.CameraTransitionsAssistant.RandomGridParams$$.ctor,"void CameraTransitions_CameraTransitionsAssistant_RandomGridParams___ctor (CameraTransitions_CameraTransitionsAssistant_RandomGridParams_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16bc9a0,23841184,CameraTransitions.CameraTransitionRandomGrid$$get_Rows,"int32_t CameraTransitions_CameraTransitionRandomGrid__get_Rows (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16bc9d0,23841232,CameraTransitions.CameraTransitionRandomGrid$$set_Rows,"void CameraTransitions_CameraTransitionRandomGrid__set_Rows (CameraTransitions_CameraTransitionRandomGrid_o* __this, int32_t value, const MethodInfo* method);",viii
RNG,Random,0x16bc990,23841168,CameraTransitions.CameraTransitionRandomGrid$$get_Columns,"int32_t CameraTransitions_CameraTransitionRandomGrid__get_Columns (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16bc9b0,23841200,CameraTransitions.CameraTransitionRandomGrid$$set_Columns,"void CameraTransitions_CameraTransitionRandomGrid__set_Columns (CameraTransitions_CameraTransitionRandomGrid_o* __this, int32_t value, const MethodInfo* method);",viii
RNG,Random,0x1013830,16857136,CameraTransitions.CameraTransitionRandomGrid$$get_Smoothness,"float CameraTransitions_CameraTransitionRandomGrid__get_Smoothness (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",fii
RNG,Random,0xa321e0,10691040,CameraTransitions.CameraTransitionRandomGrid$$set_Smoothness,"void CameraTransitions_CameraTransitionRandomGrid__set_Smoothness (CameraTransitions_CameraTransitionRandomGrid_o* __this, float value, const MethodInfo* method);",vifi
RNG,Random,0x16bc7d0,23840720,CameraTransitions.CameraTransitionRandomGrid$$ResetDefaultValues,"void CameraTransitions_CameraTransitionRandomGrid__ResetDefaultValues (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16bc810,23840784,CameraTransitions.CameraTransitionRandomGrid$$SendValuesToShader,"void CameraTransitions_CameraTransitionRandomGrid__SendValuesToShader (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16bc940,23841088,CameraTransitions.CameraTransitionRandomGrid$$.ctor,"void CameraTransitions_CameraTransitionRandomGrid___ctor (CameraTransitions_CameraTransitionRandomGrid_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d680,31970944,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnAwake,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnAwake (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d840,31971392,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnStart,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnStart (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d630,31970864,BehaviorDesigner.Runtime.Tasks.RandomSelector$$CurrentChildIndex,"int32_t BehaviorDesigner_Runtime_Tasks_RandomSelector__CurrentChildIndex (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7d5e0,31970784,BehaviorDesigner.Runtime.Tasks.RandomSelector$$CanExecute,"bool BehaviorDesigner_Runtime_Tasks_RandomSelector__CanExecute (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7d720,31971104,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnChildExecuted,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnChildExecuted (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, int32_t childStatus, const MethodInfo* method);",viii
RNG,Random,0x1e7d780,31971200,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnConditionalAbort,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnConditionalAbort (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, int32_t childIndex, const MethodInfo* method);",viii
RNG,Random,0x1e7d7e0,31971296,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnEnd,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnEnd (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d830,31971376,BehaviorDesigner.Runtime.Tasks.RandomSelector$$OnReset,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__OnReset (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d850,31971408,BehaviorDesigner.Runtime.Tasks.RandomSelector$$ShuffleChilden,"void BehaviorDesigner_Runtime_Tasks_RandomSelector__ShuffleChilden (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d980,31971712,BehaviorDesigner.Runtime.Tasks.RandomSelector$$.ctor,"void BehaviorDesigner_Runtime_Tasks_RandomSelector___ctor (BehaviorDesigner_Runtime_Tasks_RandomSelector_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7daa0,31972000,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnAwake,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnAwake (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7dc50,31972432,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnStart,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnStart (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7da50,31971920,BehaviorDesigner.Runtime.Tasks.RandomSequence$$CurrentChildIndex,"int32_t BehaviorDesigner_Runtime_Tasks_RandomSequence__CurrentChildIndex (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7da00,31971840,BehaviorDesigner.Runtime.Tasks.RandomSequence$$CanExecute,"bool BehaviorDesigner_Runtime_Tasks_RandomSequence__CanExecute (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",iii
